,interval_begin,interval_end,interval_id,edge_arrived,edge_density,edge_departed,edge_entered,edge_id,edge_laneChangedFrom,edge_laneChangedTo,edge_left,edge_occupancy,edge_overlapTraveltime,edge_sampledSeconds,edge_speed,edge_traveltime,edge_waitingTime
8685,2450.0,2455.0,1.0,0.0,11.24,1.0,0.0,14.0,0.0,0.0,1.0,2.24,95.71,104.09,19.39,95.52,0.0
8686,2450.0,2455.0,1.0,0.0,40.85,0.0,1.0,15.0,1.0,1.0,5.0,3.17,31.4,59.07,9.34,30.52,1.0
8687,2450.0,2455.0,1.0,4.0,13.81,0.0,6.0,16.0,0.0,0.0,0.0,2.73,83.78,109.81,19.03,83.54,0.0
8688,2450.0,2455.0,1.0,0.0,9.62,1.0,0.0,17.0,2.0,2.0,1.0,1.28,42.5,40.77,20.04,42.31,0.0
8689,2450.0,2455.0,1.0,0.0,27.91,0.0,1.0,18.0,0.0,0.0,4.0,2.15,20.41,39.61,14.1,19.48,0.0
8690,2450.0,2455.0,1.0,0.0,10.57,0.0,4.0,19.0,2.0,2.0,1.0,1.98,19.85,14.94,14.44,19.69,0.0
8691,2450.0,2455.0,1.0,0.0,56.31,0.0,0.0,2.0,3.0,3.0,0.0,3.75,56.34,80.0,5.11,55.56,37.0
8692,2450.0,2455.0,1.0,0.0,7.8,0.0,1.0,20.0,0.0,0.0,0.0,1.56,93.51,72.95,20.04,93.31,0.0
8693,2450.0,2455.0,1.0,0.0,2.55,0.0,0.0,21.0,0.0,0.0,0.0,0.51,167.98,25.0,11.71,167.64,0.0
8694,2450.0,2455.0,1.0,0.0,4.8,0.0,0.0,22.0,0.0,0.0,0.0,0.96,18.5,5.0,11.47,18.15,0.0
8695,2450.0,2455.0,1.0,0.0,5.68,0.0,0.0,23.0,0.0,0.0,0.0,2.27,17.01,5.0,10.58,16.64,0.0
8696,2450.0,2455.0,1.0,1.0,0.58,0.0,0.0,24.0,0.0,0.0,0.0,0.1,46.69,1.58,11.85,46.07,0.0
8697,2450.0,2455.0,1.0,0.0,1.46,1.0,0.0,25.0,0.0,0.0,0.0,0.28,37.21,4.0,14.87,36.94,0.0
8698,2450.0,2455.0,1.0,0.0,0.09,0.0,0.0,26.0,0.0,0.0,0.0,0.0,17.2,0.08,10.51,17.44,0.0
8699,2450.0,2455.0,1.0,0.0,0.71,0.0,0.0,27.0,0.0,0.0,0.0,0.12666666666666668,33.699999999999996,0.0,12.409999999999998,33.21666666666666,0.0
8700,2450.0,2455.0,1.0,0.0,1.02,0.0,0.0,28.0,0.0,0.0,0.0,0.2,172.07,10.0,11.44,171.72,0.0
8701,2450.0,2455.0,1.0,3.0,21.51,0.0,2.0,3.0,1.0,1.0,0.0,2.83,36.15,71.01,18.37,35.94,0.0
8702,2450.0,2455.0,1.0,1.0,25.5,2.0,0.0,4.0,3.0,3.0,2.0,3.39,66.03,154.65,18.43,65.75,0.0
8703,2450.0,2455.0,1.0,0.0,88.23,0.0,2.0,5.0,0.0,0.0,0.0,7.03,37.04,68.71,4.31,36.11,33.0
8704,2450.0,2455.0,1.0,0.0,4.993333333333333,0.0,0.0,6.0,0.0,0.0,0.0,0.7233333333333333,9.183333333333334,0.0,18.36,8.973333333333334,0.0
8705,2450.0,2455.0,1.0,9.0,22.48,0.0,0.0,7.0,0.0,0.0,0.0,2.96,37.4,77.48,18.54,37.24,0.0
8706,2450.0,2455.0,1.0,0.0,21.63,2.0,0.0,8.0,2.0,2.0,2.0,2.87,32.83,68.79,19.49,32.63,0.0
8707,2450.0,2455.0,1.0,0.0,82.44,0.0,2.0,9.0,2.0,2.0,0.0,8.22,44.2,70.75,3.97,43.2,34.0
8708,2455.0,2460.0,1.0,0.0,26.8,1.0,0.0,1.0,2.0,2.0,4.0,3.56,66.02,172.24,19.53,65.8,0.0
8710,2455.0,2460.0,1.0,0.0,121.13,0.0,3.0,11.0,0.0,0.0,0.0,8.04,37.83,91.95,4.12,36.86,60.0
8711,2455.0,2460.0,1.0,0.0,17.45,0.0,0.0,12.0,1.0,1.0,1.0,2.32,20.16,32.63,18.75,19.96,0.0
8712,2455.0,2460.0,1.0,0.0,28.27,0.0,1.0,13.0,0.0,0.0,0.0,3.77,65.26,172.54,18.77,65.04,0.0
8713,2455.0,2460.0,1.0,0.0,11.01,0.0,0.0,14.0,2.0,2.0,2.0,2.2,96.37,101.96,19.26,96.17,0.0
8714,2455.0,2460.0,1.0,0.0,25.13,0.0,2.0,15.0,1.0,1.0,5.0,1.96,23.02,36.33,12.73,22.78,2.0
8715,2455.0,2460.0,1.0,2.0,14.77,0.0,4.0,16.0,1.0,1.0,0.0,2.94,83.32,117.43,19.13,83.11,0.0
8716,2455.0,2460.0,1.0,0.0,9.67,1.0,0.0,17.0,1.0,1.0,0.0,1.29,42.63,41.0,19.98,42.43,0.0
8717,2455.0,2460.0,1.0,0.0,18.51,0.0,0.0,18.0,0.0,0.0,2.0,1.45,21.4,26.27,13.45,20.63,1.0
8718,2455.0,2460.0,1.0,0.0,21.23,0.0,3.0,19.0,1.0,1.0,0.0,4.14,19.91,29.99,14.4,19.63,0.0
8719,2455.0,2460.0,1.0,0.0,62.47,0.0,4.0,2.0,1.0,1.0,0.0,4.14,84.72,88.74,3.4,83.55,50.0
8720,2455.0,2460.0,1.0,0.0,8.02,0.0,0.0,20.0,0.0,0.0,0.0,1.6,92.98,75.0,20.15,92.78,0.0
8721,2455.0,2460.0,1.0,0.0,2.55,0.0,0.0,21.0,0.0,0.0,0.0,0.51,169.2,25.0,11.63,168.86,0.0
8722,2455.0,2460.0,1.0,0.0,4.8,0.0,0.0,22.0,0.0,0.0,0.0,0.96,18.81,5.0,11.28,18.46,0.0
8723,2455.0,2460.0,1.0,0.0,5.68,0.0,0.0,23.0,0.0,0.0,0.0,2.27,17.84,5.0,10.08,17.45,0.0
8724,2455.0,2460.0,1.0,0.0,4.1000000000000005,0.0,0.0,24.0,0.0,0.0,0.0,1.1966666666666665,24.613333333333333,0.0,12.08,24.27666666666667,0.0
8725,2455.0,2460.0,1.0,0.0,1.82,0.0,0.0,25.0,0.0,0.0,0.0,0.36,37.19,5.0,14.88,36.92,0.0
8726,2455.0,2460.0,1.0,0.0,4.1000000000000005,0.0,0.0,26.0,0.0,0.0,0.0,1.1966666666666665,24.613333333333333,0.0,12.08,24.27666666666667,0.0
8727,2455.0,2460.0,1.0,0.0,4.1000000000000005,0.0,0.0,27.0,0.0,0.0,0.0,1.1966666666666665,24.613333333333333,0.0,12.08,24.27666666666667,0.0
8728,2455.0,2460.0,1.0,0.0,1.02,0.0,0.0,28.0,0.0,0.0,0.0,0.2,173.45,10.0,11.35,173.1,0.0
8729,2455.0,2460.0,1.0,3.0,18.38,0.0,0.0,3.0,0.0,0.0,0.0,2.44,34.82,60.67,19.07,34.61,0.0
8730,2455.0,2460.0,1.0,2.0,23.81,0.0,0.0,4.0,1.0,1.0,2.0,3.16,64.89,144.41,18.76,64.62,0.0
8731,2455.0,2460.0,1.0,0.0,102.69,0.0,2.0,5.0,1.0,1.0,0.0,8.18,57.32,79.97,2.79,55.88,45.0
8732,2455.0,2460.0,1.0,0.0,6.199999999999999,0.0,0.0,6.0,0.0,0.0,0.0,1.43,14.106666666666664,0.0,13.85,13.796666666666667,0.0
8733,2455.0,2460.0,1.0,6.0,12.41,0.0,0.0,7.0,1.0,1.0,0.0,1.63,35.51,42.78,19.53,35.34,0.0
8734,2455.0,2460.0,1.0,0.0,20.78,2.0,0.0,8.0,1.0,1.0,2.0,2.75,32.41,66.1,19.75,32.22,0.0
8735,2455.0,2460.0,1.0,0.0,97.26,0.0,2.0,9.0,1.0,1.0,0.0,9.7,40.07,83.47,4.38,39.16,51.0
8736,2460.0,2465.0,1.0,0.0,24.99,2.0,0.0,1.0,3.0,3.0,5.0,3.32,66.13,160.63,19.5,65.91,0.0
8738,2460.0,2465.0,1.0,0.0,143.95,0.0,4.0,11.0,1.0,1.0,0.0,9.54,36.28,109.28,4.3,35.35,65.0
8739,2460.0,2465.0,1.0,0.0,13.3,0.0,1.0,12.0,0.0,0.0,3.0,1.73,19.99,24.87,18.91,19.77,0.0
8740,2460.0,2465.0,1.0,1.0,30.05,0.0,3.0,13.0,2.0,2.0,0.0,4.0,64.94,183.41,18.86,64.74,0.0
8741,2460.0,2465.0,1.0,0.0,10.38,3.0,0.0,14.0,2.0,2.0,1.0,2.07,96.6,96.12,19.21,96.41,0.0
8742,2460.0,2465.0,1.0,0.0,19.05,0.0,1.0,15.0,0.0,0.0,2.0,1.49,19.37,27.54,15.14,18.74,5.0
8743,2460.0,2465.0,1.0,2.0,17.18,0.0,4.0,16.0,0.0,0.0,0.0,3.42,84.28,136.62,18.92,84.07,0.0
8744,2460.0,2465.0,1.0,0.0,9.93,1.0,0.0,17.0,1.0,1.0,2.0,1.31,43.55,42.09,19.56,43.37,0.0
8745,2460.0,2465.0,1.0,0.0,16.55,0.0,2.0,18.0,0.0,0.0,1.0,1.29,27.43,23.48,10.49,26.64,9.0
8746,2460.0,2465.0,1.0,0.0,28.14,0.0,2.0,19.0,0.0,0.0,0.0,5.56,18.18,39.76,15.76,17.93,0.0
8747,2460.0,2465.0,1.0,0.0,76.97,0.0,4.0,2.0,3.0,3.0,0.0,5.11,54.62,109.35,5.27,53.87,67.0
8748,2460.0,2465.0,1.0,0.0,8.02,0.0,0.0,20.0,0.0,0.0,0.0,1.6,92.81,75.0,20.19,92.61,0.0
8749,2460.0,2465.0,1.0,0.0,2.55,0.0,0.0,21.0,0.0,0.0,0.0,0.51,167.54,25.0,11.74,167.2,0.0
8750,2460.0,2465.0,1.0,0.0,4.8,0.0,0.0,22.0,0.0,0.0,0.0,0.96,18.75,5.0,11.32,18.4,0.0
8751,2460.0,2465.0,1.0,0.0,5.68,0.0,0.0,23.0,0.0,0.0,0.0,2.27,17.5,5.0,10.28,17.11,0.0
8752,2460.0,2465.0,1.0,0.0,4.1000000000000005,0.0,0.0,24.0,0.0,0.0,0.0,1.1966666666666665,24.383333333333336,0.0,12.196666666666667,24.05,0.0
8753,2460.0,2465.0,1.0,0.0,1.82,0.0,0.0,25.0,1.0,1.0,0.0,0.36,36.9,5.0,14.99,36.64,0.0
8754,2460.0,2465.0,1.0,0.0,4.1000000000000005,0.0,0.0,26.0,0.0,0.0,0.0,1.1966666666666665,24.383333333333336,0.0,12.196666666666667,24.05,0.0
8755,2460.0,2465.0,1.0,0.0,4.1000000000000005,0.0,0.0,27.0,0.0,0.0,0.0,1.1966666666666665,24.383333333333336,0.0,12.196666666666667,24.05,0.0
8756,2460.0,2465.0,1.0,0.0,1.02,0.0,0.0,28.0,0.0,0.0,0.0,0.2,173.6,10.0,11.34,173.24,0.0
8757,2460.0,2465.0,1.0,3.0,12.91,0.0,1.0,3.0,1.0,1.0,0.0,1.69,35.54,42.61,18.69,35.36,0.0
8758,2460.0,2465.0,1.0,0.0,22.16,3.0,0.0,4.0,2.0,2.0,2.0,2.94,64.96,134.45,18.74,64.68,0.0
8759,2460.0,2465.0,1.0,0.0,116.78,0.0,2.0,5.0,0.0,0.0,0.0,9.31,54.48,90.94,2.93,53.12,64.0
8760,2460.0,2465.0,1.0,0.0,4.9433333333333325,0.0,0.0,6.0,0.0,0.0,0.0,1.27,24.26,0.0,13.526666666666666,23.94333333333333,0.0
8761,2460.0,2465.0,1.0,2.0,5.54,0.0,0.0,7.0,0.0,0.0,0.0,0.73,35.52,19.09,19.52,35.39,0.0
8762,2460.0,2465.0,1.0,0.0,22.27,2.0,0.0,8.0,2.0,2.0,2.0,2.95,32.61,70.83,19.63,32.4,0.0
8763,2460.0,2465.0,1.0,0.0,103.36,0.0,2.0,9.0,1.0,1.0,0.0,10.31,72.78,88.71,2.41,71.12,62.0
8764,2465.0,2470.0,1.0,0.0,24.67,3.0,0.0,1.0,1.0,1.0,2.0,3.28,66.22,158.56,19.47,66.02,0.0
8767,2465.0,2470.0,1.0,0.0,9.2,0.0,0.0,12.0,0.0,0.0,1.0,1.22,18.51,17.19,20.42,18.33,0.0
8768,2465.0,2470.0,1.0,0.0,30.79,0.0,1.0,13.0,1.0,1.0,0.0,4.1,64.85,187.97,18.89,64.63,0.0
8769,2465.0,2470.0,1.0,0.0,11.56,1.0,0.0,14.0,1.0,1.0,0.0,2.31,96.53,107.0,19.22,96.32,0.0
8770,2465.0,2470.0,1.0,0.0,17.29,0.0,0.0,15.0,2.0,2.0,0.0,1.38,21.58,25.0,13.59,21.28,5.0
8771,2465.0,2470.0,1.0,3.0,16.08,0.0,0.0,16.0,1.0,1.0,0.0,3.21,84.11,127.89,18.96,83.93,0.0
8772,2465.0,2470.0,1.0,0.0,8.88,1.0,0.0,17.0,0.0,0.0,1.0,1.18,43.26,37.65,19.69,43.08,0.0
8773,2465.0,2470.0,1.0,0.0,20.51,0.0,1.0,18.0,1.0,1.0,0.0,1.64,25.82,29.11,11.15,25.46,10.0
8774,2465.0,2470.0,1.0,0.0,26.92,0.0,0.0,19.0,0.0,0.0,3.0,5.34,17.26,38.04,16.6,17.06,0.0
8775,2465.0,2470.0,1.0,0.0,87.95,0.0,2.0,2.0,0.0,0.0,2.0,5.84,41.73,124.95,6.9,40.91,71.0
8776,2465.0,2470.0,1.0,3.0,8.38,0.0,3.0,20.0,0.0,0.0,0.0,1.66,93.51,78.32,20.04,93.34,0.0
8777,2465.0,2470.0,1.0,0.0,2.55,0.0,0.0,21.0,0.0,0.0,0.0,0.51,169.51,25.0,11.61,169.16,0.0
8778,2465.0,2470.0,1.0,0.0,4.8,0.0,0.0,22.0,0.0,0.0,0.0,0.96,60.8,5.0,3.49,59.65,1.0
8779,2465.0,2470.0,1.0,0.0,2.97,0.0,1.0,23.0,0.0,0.0,1.0,1.01,17.48,2.61,10.29,17.04,0.0
8780,2465.0,2470.0,1.0,0.0,1.12,0.0,1.0,24.0,0.0,0.0,0.0,0.21,53.39,3.07,10.36,53.01,0.0
8781,2465.0,2470.0,1.0,0.0,1.82,0.0,0.0,25.0,1.0,1.0,0.0,0.36,37.3,5.0,14.84,37.03,0.0
8782,2465.0,2470.0,1.0,0.0,1.9133333333333333,0.0,0.0,26.0,0.0,0.0,0.0,0.6033333333333334,29.583333333333332,0.0,10.82,29.19666666666667,0.0
8783,2465.0,2470.0,1.0,0.0,1.65,0.0,1.0,27.0,0.0,0.0,0.0,0.59,17.88,1.71,11.81,17.54,0.0
8784,2465.0,2470.0,1.0,1.0,0.81,0.0,0.0,28.0,0.0,0.0,0.0,0.16,171.0,8.0,11.51,170.63,0.0
8785,2465.0,2470.0,1.0,0.0,12.12,0.0,0.0,3.0,0.0,0.0,0.0,1.62,34.19,40.0,19.42,33.99,0.0
8786,2465.0,2470.0,1.0,0.0,23.41,2.0,0.0,4.0,2.0,2.0,1.0,3.11,64.83,141.98,18.78,64.6,0.0
8787,2465.0,2470.0,1.0,0.0,120.74,0.0,1.0,5.0,1.0,1.0,1.0,9.6,66.26,94.03,2.41,65.06,64.0
8788,2465.0,2470.0,1.0,0.0,6.886666666666666,0.0,0.0,6.0,0.0,0.0,0.0,0.8766666666666666,21.06,0.0,17.786666666666665,20.830000000000002,0.0
8789,2465.0,2470.0,1.0,0.0,4.35,0.0,0.0,7.0,0.0,0.0,0.0,0.58,36.53,15.0,18.98,36.32,0.0
8790,2465.0,2470.0,1.0,0.0,23.44,2.0,0.0,8.0,0.0,0.0,2.0,3.11,32.56,74.54,19.66,32.34,0.0
8791,2465.0,2470.0,1.0,0.0,105.34,0.0,1.0,9.0,0.0,0.0,2.0,10.44,77.15,90.41,2.28,77.04,63.0
8792,2470.0,2475.0,1.0,0.0,24.13,2.0,0.0,1.0,3.0,3.0,3.0,3.2,65.92,155.05,19.56,65.72,0.0
8795,2470.0,2475.0,1.0,0.0,5.89,0.0,0.0,12.0,0.0,0.0,1.0,0.78,18.32,11.02,20.63,18.13,0.0
8796,2470.0,2475.0,1.0,0.0,31.81,0.0,1.0,13.0,2.0,2.0,0.0,4.24,64.48,194.16,19.0,64.27,0.0
8797,2470.0,2475.0,1.0,0.0,11.88,1.0,0.0,14.0,0.0,0.0,0.0,2.38,96.4,110.0,19.25,96.19,0.0
8798,2470.0,2475.0,1.0,0.0,17.29,0.0,0.0,15.0,1.0,1.0,0.0,1.38,34.19,25.0,8.58,33.72,9.0
8799,2470.0,2475.0,1.0,4.0,14.25,0.0,3.0,16.0,1.0,1.0,0.0,2.83,85.24,113.28,18.7,85.05,0.0
8800,2470.0,2475.0,1.0,0.0,9.22,0.0,0.0,17.0,0.0,0.0,1.0,1.23,43.18,39.07,19.72,42.97,0.0
8801,2470.0,2475.0,1.0,0.0,21.6,0.0,1.0,18.0,0.0,0.0,0.0,1.72,29.49,30.66,9.76,29.08,15.0
8802,2470.0,2475.0,1.0,0.0,19.68,0.0,2.0,19.0,0.0,0.0,2.0,3.85,17.01,27.81,16.85,16.79,0.0
8803,2470.0,2475.0,1.0,0.0,91.32,0.0,4.0,2.0,0.0,0.0,0.0,6.04,47.6,129.73,6.05,46.91,69.0
8804,2470.0,2475.0,1.0,3.0,7.52,0.0,2.0,20.0,2.0,2.0,0.0,1.49,95.69,70.27,19.58,95.52,0.0
8805,2470.0,2475.0,1.0,0.0,2.55,0.0,0.0,21.0,0.0,0.0,0.0,0.51,169.29,25.0,11.62,168.94,0.0
8807,2470.0,2475.0,1.0,0.0,10.27,0.0,1.0,23.0,0.0,0.0,0.0,4.02,17.18,9.03,10.47,16.8,0.0
8808,2470.0,2475.0,1.0,0.0,1.82,0.0,0.0,24.0,0.0,0.0,0.0,0.36,53.72,5.0,10.3,53.33,0.0
8809,2470.0,2475.0,1.0,0.0,1.82,0.0,0.0,25.0,0.0,0.0,0.0,0.36,37.5,5.0,14.76,37.23,0.0
8810,2470.0,2475.0,1.0,0.0,2.3866666666666667,0.0,0.0,26.0,0.0,0.0,0.0,0.7966666666666667,73.77333333333333,0.0,13.0,73.46,0.0
8811,2470.0,2475.0,1.0,0.0,4.83,0.0,0.0,27.0,0.0,0.0,0.0,1.93,16.97,5.0,12.45,16.64,0.0
8812,2470.0,2475.0,1.0,0.0,0.51,0.0,0.0,28.0,0.0,0.0,0.0,0.1,166.85,5.0,11.79,166.51,0.0
8813,2470.0,2475.0,1.0,0.0,11.47,0.0,0.0,3.0,1.0,1.0,1.0,1.53,33.88,37.84,19.6,33.7,0.0
8814,2470.0,2475.0,1.0,2.0,23.48,2.0,1.0,4.0,6.0,6.0,3.0,3.11,65.09,142.41,18.7,64.72,0.0
8815,2470.0,2475.0,1.0,0.0,130.49,0.0,3.0,5.0,0.0,0.0,0.0,10.39,86.7,101.62,1.84,84.53,73.0
8816,2470.0,2475.0,1.0,0.0,5.41,0.0,0.0,6.0,0.0,0.0,0.0,0.6766666666666666,20.29,0.0,18.353333333333335,20.01,0.0
8817,2470.0,2475.0,1.0,0.0,4.35,0.0,0.0,7.0,0.0,0.0,0.0,0.58,36.46,15.0,19.02,36.25,0.0
8818,2470.0,2475.0,1.0,0.0,22.16,2.0,0.0,8.0,2.0,2.0,2.0,2.93,32.41,70.48,19.75,32.2,0.0
8819,2470.0,2475.0,1.0,0.0,113.96,0.0,3.0,9.0,2.0,2.0,0.0,11.36,62.57,97.8,2.81,61.14,73.0
8820,2475.0,2480.0,1.0,0.0,24.12,3.0,0.0,1.0,6.0,6.0,0.0,3.21,65.95,155.0,19.55,65.75,0.0
8823,2475.0,2480.0,1.0,0.0,3.07,0.0,0.0,12.0,0.0,0.0,1.0,0.4,17.61,5.74,21.46,17.39,0.0
8824,2475.0,2480.0,1.0,1.0,32.15,0.0,1.0,13.0,1.0,1.0,0.0,4.28,64.27,196.28,19.06,64.07,0.0
8825,2475.0,2480.0,1.0,0.0,12.75,1.0,0.0,14.0,0.0,0.0,0.0,2.54,96.34,118.0,19.26,96.13,0.0
8827,2475.0,2480.0,1.0,2.0,14.61,0.0,2.0,16.0,0.0,0.0,0.0,2.91,85.45,116.14,18.66,85.26,0.0
8828,2475.0,2480.0,1.0,0.0,9.67,2.0,0.0,17.0,2.0,2.0,0.0,1.28,43.38,41.0,19.63,43.18,0.0
8829,2475.0,2480.0,1.0,0.0,24.66,0.0,0.0,18.0,1.0,1.0,0.0,1.97,47.55,35.0,6.05,46.89,18.0
8830,2475.0,2480.0,1.0,0.0,16.56,0.0,0.0,19.0,0.0,0.0,3.0,3.25,16.47,23.4,17.4,16.27,0.0
8831,2475.0,2480.0,1.0,0.0,98.55,0.0,0.0,2.0,1.0,1.0,0.0,6.57,61.82,140.0,4.66,60.97,79.0
8832,2475.0,2480.0,1.0,1.0,7.8,0.0,3.0,20.0,0.0,0.0,0.0,1.55,96.56,72.89,19.41,96.38,0.0
8833,2475.0,2480.0,1.0,0.0,2.55,0.0,0.0,21.0,0.0,0.0,0.0,0.51,169.5,25.0,11.61,169.15,0.0
8835,2475.0,2480.0,1.0,0.0,11.37,0.0,0.0,23.0,0.0,0.0,0.0,4.55,16.87,10.0,10.67,16.5,0.0
8836,2475.0,2480.0,1.0,0.0,1.82,0.0,0.0,24.0,0.0,0.0,0.0,0.36,53.72,5.0,10.3,53.33,0.0
8837,2475.0,2480.0,1.0,0.0,3.28,1.0,0.0,25.0,0.0,0.0,0.0,0.65,33.11,9.0,16.71,32.87,0.0
8838,2475.0,2480.0,1.0,0.0,2.3866666666666667,0.0,0.0,26.0,0.0,0.0,0.0,0.7966666666666665,79.91666666666667,0.0,11.413333333333332,79.56,0.0
8839,2475.0,2480.0,1.0,0.0,4.83,0.0,0.0,27.0,0.0,0.0,0.0,1.93,17.2,5.0,12.28,16.87,0.0
8840,2475.0,2480.0,1.0,0.0,0.51,0.0,0.0,28.0,0.0,0.0,0.0,0.1,168.83,5.0,11.66,168.48,0.0
8841,2475.0,2480.0,1.0,0.0,10.49,0.0,1.0,3.0,0.0,0.0,2.0,1.37,35.62,34.62,18.65,35.39,0.0
8842,2475.0,2480.0,1.0,0.0,23.27,4.0,2.0,4.0,1.0,1.0,3.0,3.09,62.54,141.16,19.46,62.29,0.0
8843,2475.0,2480.0,1.0,0.0,131.16,0.0,2.0,5.0,0.0,0.0,6.0,10.26,41.52,102.14,3.85,41.2,41.0
8844,2475.0,2480.0,1.0,0.0,10.42,0.0,3.0,6.0,0.0,0.0,0.0,1.27,8.33,5.76,13.75,8.04,0.0
8845,2475.0,2480.0,1.0,2.0,2.74,0.0,0.0,7.0,0.0,0.0,0.0,0.36,34.93,9.45,19.85,34.6,0.0
8846,2475.0,2480.0,1.0,0.0,20.06,2.0,0.0,8.0,2.0,2.0,4.0,2.65,32.11,63.8,19.93,31.91,0.0
8847,2475.0,2480.0,1.0,0.0,116.54,0.0,4.0,9.0,2.0,2.0,6.0,11.36,35.51,100.02,4.95,34.72,35.0
8848,2480.0,2485.0,1.0,0.0,24.62,2.0,0.0,1.0,6.0,6.0,4.0,3.27,66.27,158.24,19.46,66.06,0.0
8851,2480.0,2485.0,1.0,0.0,0.65,0.0,0.0,12.0,0.0,0.0,1.0,0.08,17.6,1.21,21.48,17.38,0.0
8852,2480.0,2485.0,1.0,5.0,30.91,0.0,1.0,13.0,0.0,0.0,0.0,4.11,64.44,188.69,19.01,64.25,0.0
8853,2480.0,2485.0,1.0,0.0,11.96,1.0,0.0,14.0,2.0,2.0,3.0,2.38,96.36,110.71,19.26,96.16,0.0
8854,2480.0,2485.0,1.0,0.0,24.59,0.0,3.0,15.0,2.0,2.0,0.0,1.95,50.01,35.55,5.86,49.33,23.0
8855,2480.0,2485.0,1.0,1.0,15.69,0.0,4.0,16.0,1.0,1.0,0.0,3.12,85.83,124.74,18.58,85.63,0.0
8856,2480.0,2485.0,1.0,0.0,11.56,1.0,0.0,17.0,2.0,2.0,0.0,1.54,43.61,49.0,19.53,43.41,0.0
8857,2480.0,2485.0,1.0,0.0,24.66,0.0,0.0,18.0,0.0,0.0,1.0,1.96,94.87,35.0,3.03,93.45,23.0
8858,2480.0,2485.0,1.0,0.0,8.37,0.0,0.0,19.0,0.0,0.0,1.0,1.66,15.04,11.82,19.05,14.82,0.0
8859,2480.0,2485.0,1.0,0.0,104.71,0.0,4.0,2.0,0.0,0.0,1.0,6.95,78.38,148.76,3.68,77.25,98.0
8860,2480.0,2485.0,1.0,1.0,8.42,0.0,1.0,20.0,2.0,2.0,0.0,1.68,96.55,78.71,19.41,96.33,0.0
8861,2480.0,2485.0,1.0,0.0,2.55,0.0,0.0,21.0,0.0,0.0,0.0,0.51,167.82,25.0,11.72,167.48,0.0
8863,2480.0,2485.0,1.0,0.0,11.37,0.0,0.0,23.0,0.0,0.0,0.0,4.55,17.03,10.0,10.56,16.66,0.0
8864,2480.0,2485.0,1.0,0.0,1.82,0.0,0.0,24.0,0.0,0.0,0.0,0.36,52.9,5.0,10.46,52.52,0.0
8865,2480.0,2485.0,1.0,0.0,3.64,0.0,0.0,25.0,0.0,0.0,0.0,0.73,30.42,10.0,18.19,30.2,0.0
8867,2480.0,2485.0,1.0,0.0,7.27,0.0,1.0,27.0,0.0,0.0,0.0,2.77,18.74,7.53,11.27,18.39,0.0
8868,2480.0,2485.0,1.0,0.0,0.51,0.0,0.0,28.0,0.0,0.0,0.0,0.1,167.24,5.0,11.77,166.9,0.0
8869,2480.0,2485.0,1.0,0.0,6.56,0.0,0.0,3.0,1.0,1.0,2.0,0.87,34.06,21.64,19.5,33.82,0.0
8870,2480.0,2485.0,1.0,1.0,25.88,2.0,2.0,4.0,5.0,5.0,1.0,3.43,62.46,157.0,19.49,62.2,0.0
8871,2480.0,2485.0,1.0,0.0,103.89,0.0,2.0,5.0,0.0,0.0,9.0,8.16,22.92,80.91,6.97,22.73,0.0
8872,2480.0,2485.0,1.0,0.0,68.55,0.0,9.0,6.0,0.0,0.0,3.0,8.76,6.41,37.88,17.87,6.2,0.0
8873,2480.0,2485.0,1.0,1.0,1.08,0.0,3.0,7.0,0.0,0.0,0.0,0.13,32.62,3.73,21.26,32.47,0.0
8874,2480.0,2485.0,1.0,0.0,19.26,2.0,0.0,8.0,0.0,0.0,2.0,2.55,32.19,61.24,19.88,31.99,0.0
8875,2480.0,2485.0,1.0,0.0,95.68,0.0,2.0,9.0,1.0,1.0,8.0,9.38,23.56,82.12,7.46,23.15,5.0
8876,2485.0,2490.0,1.0,0.0,24.34,3.0,0.0,1.0,1.0,1.0,2.0,3.24,66.88,156.44,19.28,66.68,0.0
8880,2485.0,2490.0,1.0,5.0,27.73,0.0,0.0,13.0,1.0,1.0,0.0,3.69,64.37,169.27,19.03,64.17,0.0
8881,2485.0,2490.0,1.0,0.0,12.26,3.0,0.0,14.0,4.0,4.0,2.0,2.44,97.15,113.48,19.1,96.95,0.0
8882,2485.0,2490.0,1.0,0.0,29.06,0.0,2.0,15.0,0.0,0.0,0.0,2.31,36.75,42.03,7.98,36.25,25.0
8883,2485.0,2490.0,1.0,0.0,16.91,0.0,2.0,16.0,1.0,1.0,0.0,3.37,84.62,134.43,18.84,84.41,0.0
8884,2485.0,2490.0,1.0,0.0,10.91,1.0,0.0,17.0,0.0,0.0,2.0,1.44,43.11,46.23,19.76,42.87,0.0
8885,2485.0,2490.0,1.0,0.0,25.08,0.0,2.0,18.0,0.0,0.0,0.0,1.98,63.62,35.6,4.52,62.87,25.0
8886,2485.0,2490.0,1.0,0.0,10.56,0.0,2.0,19.0,2.0,2.0,1.0,1.98,18.88,14.91,15.18,18.68,0.0
8887,2485.0,2490.0,1.0,0.0,110.01,0.0,1.0,2.0,4.0,4.0,4.0,7.24,72.71,156.29,3.96,71.88,93.0
8888,2485.0,2490.0,1.0,1.0,8.65,0.0,1.0,20.0,0.0,0.0,0.0,1.73,95.33,80.87,19.66,95.11,0.0
